qid,wikidata_name,display_name,country,club_qid,alias
Q5258151,데니스 아피아흐,데니스 아피아흐,프랑스,Q192071,
Q5285260,Djaïd Kasri,Djaïd Kasri,알제리,Q192071,
Q539846,질 야피야포,질 야피야포,코트디부아르,Q192071,질 도날드 야피야포
Q541266,베르나르 블랑셰,베르나르 블랑셰,프랑스,Q192071,
Q547054,니콜라 우에데크,니콜라 우에데크,프랑스,Q192071,Nicolas Ouedec
Q554794,알란 미카엘센,알란 미카엘센,덴마크 왕국,Q192071,알란 리카르드 미카엘센
Q558873,Florin Bratu,Florin Bratu,루마니아,Q192071,
Q55997480,오스만 부카리,오스만 부카리,가나,Q192071,
Q56072241,Abdoulaye Dabo,Abdoulaye Dabo,프랑스,Q192071,
Q57242896,Santiago Eneme,Santiago Eneme,적도 기니,Q192071,Santiago Eneme Bocari
Q586555,앙투안 콩부아레,앙투안 콩부아레,프랑스,Q192071,앙투안 크릴론 콩부아레
Q59655998,랑달 콜로 무아니,랑달 콜로 무아니,프랑스,Q192071,
Q601807,프랑키 베르코테랑,프랑키 베르코테랑,벨기에,Q192071,
Q602359,Florian Raspentino,Florian Raspentino,프랑스,Q192071,
Q60419,플로리앙 자르자,플로리앙 자르자,프랑스,Q192071,
Q60545,무사 시소코,무사 시소코,프랑스,Q192071,
Q60558,Granddi N'Goyi,Granddi N'Goyi,콩고 민주 공화국,Q192071,"Ngoyi, Granddi N'Goyi Majundu"
Q60558,Granddi N'Goyi,Granddi N'Goyi,프랑스,Q192071,"Ngoyi, Granddi N'Goyi Majundu"
Q60606,스테판 다르비옹,스테판 다르비옹,프랑스,Q192071,Stephane Darbion
Q60611,캉탱 오통,캉탱 오통,프랑스,Q192071,
Q606255,레날 페드로스,레날 페드로스,프랑스,Q192071,Reynald Michel Sebastian Pedros
Q60675,스테판 드루앵,스테판 드루앵,프랑스,Q192071,Stephen Drouin
Q60676070,Imrân Louza,Imrân Louza,프랑스,Q192071,
Q6068571,에르미르 레냐니,에르미르 레냐니,스위스,Q192071,Ermir Limon Lenjani
Q6068571,에르미르 레냐니,에르미르 레냐니,알바니아,Q192071,Ermir Limon Lenjani
Q6072157,Percy Prado,Percy Prado,페루,Q192071,Percy Prado Ruiz
Q611185,카림 엘무라베,카림 엘무라베,모로코,Q192071,"압델카림 엘무라베, 카림 엘 무라베"
Q611185,카림 엘무라베,카림 엘무라베,프랑스,Q192071,"압델카림 엘무라베, 카림 엘 무라베"
Q614334,치프리안 터터루샤누,치프리안 터터루샤누,루마니아,Q192071,Anton Ciprian Tătărușanu
Q614620,로이크 아미스,로이크 아미스,프랑스,Q192071,
Q6235727,John Gope-Fenepej,John Gope-Fenepej,프랑스,Q192071,
Q62399110,Thomas Basila,Thomas Basila,콩고 민주 공화국,Q192071,Thomas Hervé Basila
Q62399110,Thomas Basila,Thomas Basila,프랑스,Q192071,Thomas Hervé Basila
Q6300899,Juan Risso,Juan Risso,아르헨티나,Q192071,
Q630945,Bruno Baronchelli,Bruno Baronchelli,프랑스,Q192071,
Q636405,토니 외르트비,토니 외르트비,프랑스,Q192071,
Q636698,얀 판헤인,얀 판헤인,네덜란드 왕국,Q192071,얀 판 헤인
Q63698022,Jean-Pierre Mourier,Jean-Pierre Mourier,프랑스,Q192071,Jean Pierre Mourier
Q6403780,Kian Hansen,Kian Hansen,덴마크 왕국,Q192071,
Q6425681,코피 지지,코피 지지,코트디부아르,Q192071,
Q6425681,코피 지지,코피 지지,프랑스,Q192071,
Q6453707,Kévin Barré,Kévin Barré,프랑스,Q192071,Kevin Barre
Q645569,미셸 비바르,미셸 비바르,프랑스,Q192071,
Q645570,Yves Deroff,Yves Deroff,프랑스,Q192071,
Q64748076,Élie Youan,Élie Youan,프랑스,Q192071,Thody Élie Youan
Q65938288,Roger Pohon,Roger Pohon,프랑스,Q192071,
Q65945044,Jean-Claude Lhomme,Jean-Claude Lhomme,프랑스,Q192071,
Q65948584,Félix Suray,Félix Suray,프랑스,Q192071,
Q65950023,Jacques Rousseau,Jacques Rousseau,프랑스,Q192071,
Q65963409,Mickaël Garciau,Mickaël Garciau,프랑스,Q192071,
Q65964000,Marc Bachortz,Marc Bachortz,프랑스,Q192071,
Q65969675,René Crépin,René Crépin,프랑스,Q192071,
Q66432208,Josué Homawoo,Josué Homawoo,토고,Q192071,"Josué Francis Homawoo, Koku Josué Francis Homawoo"
Q66432208,Josué Homawoo,Josué Homawoo,프랑스,Q192071,"Josué Francis Homawoo, Koku Josué Francis Homawoo"
Q665747,Wilfried Dalmat,Wilfried Dalmat,프랑스,Q192071,
Q66678529,João Victor,João Victor,브라질,Q192071,João Victor da Silva Marcelino
Q66793545,Frantz Edom,Frantz Edom,프랑스,Q192071,
Q66972720,Kader Bamba,Kader Bamba,프랑스,Q192071,Abdoul Kader Bamba
Q6698966,Ludovic Mary,Ludovic Mary,프랑스,Q192071,
Q671029,에리히 하비츨,에리히 하비츨,오스트리아,Q192071,
Q673216,파파 말리크 바,파파 말리크 바,세네갈,Q192071,
Q674936,Robert Budzynski,Robert Budzynski,폴란드,Q192071,
Q674936,Robert Budzynski,Robert Budzynski,프랑스,Q192071,
Q6755496,Marc Daviaud,Marc Daviaud,프랑스,Q192071,
Q682113,가에타노 잘란차,가에타노 잘란차,스위스,Q192071,
Q6874889,Mirza Mešić,Mirza Mešić,보스니아 헤르체고비나,Q192071,
Q702085,Damien Le Tallec,Damien Le Tallec,러시아,Q192071,
Q702085,Damien Le Tallec,Damien Le Tallec,프랑스,Q192071,
Q704500,프랑크 시뇨리노,프랑크 시뇨리노,프랑스,Q192071,프랑크 에디 시뇨리노
Q7089653,Omar Benzerga,Omar Benzerga,알제리,Q192071,
Q7089653,Omar Benzerga,Omar Benzerga,프랑스,Q192071,
Q711247,장자크 피에르,장자크 피에르,아이티,Q192071,
Q714331,Robert Gadocha,Robert Gadocha,폴란드,Q192071,
Q714904,Patrick Suffo,Patrick Suffo,카메룬,Q192071,Patrick Hervé Suffo Kengné
Q714904,Patrick Suffo,Patrick Suffo,프랑스,Q192071,Patrick Hervé Suffo Kengné
Q715650,요한 오델,요한 오델,프랑스,Q192071,
Q715963,Itay Shechter,Itay Shechter,이스라엘,Q192071,"Etey Schechter, Etey Shechter, ETEY SHECHTER, Itay Menachem Shechter, Itay Menahem Shehter, Itay Menakhem Shekhter, Itay Schechter"
Q7168380,Perica Radić,Perica Radić,세르비아,Q192071,
Q719509,Edgar Ié,Edgar Ié,포르투갈,Q192071,"Edgar Ie, Edgar Miguel lé"
Q721625,세르주 각페,세르주 각페,토고,Q192071,Serge Gakpe
Q721625,세르주 각페,세르주 각페,프랑스,Q192071,Serge Gakpe
Q722348,조르단 베레투,조르단 베레투,프랑스,Q192071,Jordan Marcel Gilbert Veretout
Q726238,에메르스 파에,에메르스 파에,코트디부아르,Q192071,Emerse Fae
Q726238,에메르스 파에,에메르스 파에,프랑스,Q192071,Emerse Fae
Q727877,토마 도세비,토마 도세비,토고,Q192071,Thomas Folivi Dossevi
Q727877,토마 도세비,토마 도세비,프랑스,Q192071,Thomas Folivi Dossevi
Q733037,가브리엘 시체로,가브리엘 시체로,베네수엘라,Q192071,El Venezolano Crack
Q733037,가브리엘 시체로,가브리엘 시체로,폴란드,Q192071,El Venezolano Crack
Q739548,로만 코세츠키,로만 코세츠키,폴란드,Q192071,로만 야체크 코세츠키
Q7408961,Samba N'Diaye,Samba N'Diaye,세네갈,Q192071,
Q7408961,Samba N'Diaye,Samba N'Diaye,프랑스,Q192071,
Q741953,뱅상 라방,뱅상 라방,키프로스,Q192071,뱅상 파비앵 라방 부네르
Q741953,뱅상 라방,뱅상 라방,프랑스,Q192071,뱅상 파비앵 라방 부네르
Q745895,Kévin das Neves,Kévin das Neves,포르투갈,Q192071,Kevin das Neves
Q745895,Kévin das Neves,Kévin das Neves,프랑스,Q192071,Kevin das Neves
Q746357,필리프 몽타니에,필리프 몽타니에,프랑스,Q192071,Philippe Jacques William Montanier
Q7554978,Soilhyo Mété,Soilhyo Mété,프랑스,Q192071,Soilhyo Mete
Q762372,자크 시몽,자크 시몽,프랑스,Q192071,자크 샤를 미셸 알렉상드르 시몽
Q763318,기 라콩브,기 라콩브,프랑스,Q192071,기 위베르 조르주 라콩브
Q764719,페르난도 아리스테기에타,페르난도 아리스테기에타,베네수엘라,Q192071,
Q7666064,Sérgio Comba,Sérgio Comba,아르헨티나,Q192071,"Torta, Sergio Comba"
Q770796,Adryan,Adryan,브라질,Q192071,
Q770796,Adryan,Adryan,포르투갈,Q192071,
Q777514,Aurélien Capoue,Aurélien Capoue,프랑스,Q192071,Aurélien Jacques Capoue
Q784889,레날 드누에,레날 드누에,프랑스,Q192071,
Q7932075,Vincent Talio,Vincent Talio,프랑스,Q192071,
Q8054193,Yoann Arquin,Yoann Arquin,프랑스,Q192071,Yoann Axel Cyriac Arquin
Q8059075,Youssef El Bai,Youssef El Bai,프랑스,Q192071,
Q818107,브누에 코에,브누에 코에,프랑스,Q192071,Benoit Cauet
Q83880803,Roseline Éloissaint,Roseline Éloissaint,아이티,Q192071,
Q877144,에리히 마스,에리히 마스,독일,Q192071,
Q889600,Hugo Curioni,Hugo Curioni,아르헨티나,Q192071,Hugo Alberto Curioni
Q915552,Ronny Rodelin,Ronny Rodelin,프랑스,Q192071,Sylvio Ronny Rodelin
Q918930,Mickaël Tavares,Mickaël Tavares,세네갈,Q192071,"Mickael Tavares, Mickael Zidro Tavares, Mickaël Zidro Tavares"
Q918930,Mickaël Tavares,Mickaël Tavares,프랑스,Q192071,"Mickael Tavares, Mickael Zidro Tavares, Mickaël Zidro Tavares"
Q920749,Fabrice Pancrate,Fabrice Pancrate,프랑스,Q192071,Fabrice Dimitri Pancrate
Q921404,엔소 트로세로,엔소 트로세로,아르헨티나,Q192071,
Q925242,Jamal Alioui,Jamal Alioui,모로코,Q192071,
Q925242,Jamal Alioui,Jamal Alioui,프랑스,Q192071,
Q926425,밀로시 디미트리예비치,밀로시 디미트리예비치,세르비아,Q192071,
Q926425,밀로시 디미트리예비치,밀로시 디미트리예비치,프랑스,Q192071,
Q926919,Thadée Cisowski,Thadée Cisowski,폴란드,Q192071,Thadee Cisowski
Q926919,Thadée Cisowski,Thadée Cisowski,프랑스,Q192071,Thadee Cisowski
Q929370,Pascal Delhommeau,Pascal Delhommeau,프랑스,Q192071,
Q930216,Paulin Voavy,Paulin Voavy,마다가스카르,Q192071,
Q931055,Hakim Sar-Temsoury,Hakim Sar-Temsoury,프랑스,Q192071,
Q932946,레미 리우,레미 리우,프랑스,Q192071,Remy Riou
Q933813,파트리스 가랑드,파트리스 가랑드,프랑스,Q192071,
Q934118,Fouad Bouguerra,Fouad Bouguerra,알제리,Q192071,
Q934118,Fouad Bouguerra,Fouad Bouguerra,프랑스,Q192071,
Q937669,Monsef Zerka,Monsef Zerka,프랑스,Q192071,
Q938331,이봉 르 루,이봉 르 루,프랑스,Q192071,
Q940763,Mamadou Diallo,Mamadou Diallo,말리,Q192071,
Q941181,블라디차 코바체비치,블라디차 코바체비치,세르비아,Q192071,
Q941212,브뤼노 카로티,브뤼노 카로티,프랑스,Q192071,
Q943959,미카엘 그라우고르,미카엘 그라우고르,덴마크 왕국,Q192071,미카엘 율리우스 그라우고르
Q945716,Luigi Pieroni,Luigi Pieroni,벨기에,Q192071,
Q946440,Steven Thicot,Steven Thicot,프랑스,Q192071,
Q957465,니콜라 팔루아,니콜라 팔루아,프랑스,Q192071,
Q965558,Michel Der Zakarian,Michel Der Zakarian,아르메니아,Q192071,
Q965558,Michel Der Zakarian,Michel Der Zakarian,프랑스,Q192071,
Q969529,세바스티앙 코르치아,세바스티앙 코르치아,이탈리아,Q192071,"Sebastien Corchia, Sebastien Mathieu Corchia, Sébastien Mathieu Corchia"
Q969529,세바스티앙 코르치아,세바스티앙 코르치아,프랑스,Q192071,"Sebastien Corchia, Sebastien Mathieu Corchia, Sébastien Mathieu Corchia"
Q970552,Reynald Temarii,Reynald Temarii,프랑스,Q192071,
Q970711,오스왈도 비스카론도,오스왈도 비스카론도,베네수엘라,Q192071,"Oswaldo Augusto Vizcarrondo Araujo, Vizcagondo"
Q982887,자페 은도람,자페 은도람,차드,Q192071,자펫 은도람
Q982887,자페 은도람,자페 은도람,프랑스,Q192071,자펫 은도람
Q98593672,에방 게상,에방 게상,코트디부아르,Q192071,Evann Ludovic Vidjannagni Guessand
Q98593672,에방 게상,에방 게상,프랑스,Q192071,Evann Ludovic Vidjannagni Guessand
